Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Europe,Spain,1991,73.8,women,25.5,128,5.37,1700,1470,3800,20053.115,0.273045342
Asia,Sri Lanka,1991,66.4,women,21.9,123,4.56,190,71.6,309,8691.163,1.322436431
Africa,Sudan,1991,54.2,women,21.5,126,4.55,312,217,462,10414.617,3.685743089
Americas,Suriname,1991,64.3,women,25.6,126,4.83,10.4,8.45,8.42,203.096,1.946099519
Europe,Sweden,1991,75.1,women,24.7,129,5.73,1010,261,675,4364.051,0.665018
Europe,Switzerland,1991,74.3,women,23.9,126,5.7,635,111,573,3438.421,0.971474499
Asia,Tajikistan,1991,59.3,women,24.3,130,4.93,100,69,274,2720.977,2.113477892
Asia,Thailand,1991,67.1,women,22.7,120,4.85,3690,2800,1150,28875.467,1.176143573
Asia,Timor-Leste,1991,47.8,women,20.4,119,4.37,11.3,5.97,17.4,376.023,2.982474879
Africa,Togo,1991,54.8,women,21,128,4.38,35.2,104,74.5,1958.784,2.41632986
Oceania,Tonga,1991,68.2,women,30.2,123,4.72,3.51,3.25,3.14,46.917,0.164389411
Americas,Trinidad and Tobago,1991,65.3,women,26.7,124,4.83,24.3,25.4,33.6,616.475,0.640599721
Africa,Tunisia,1991,67.3,women,25.9,130,4.71,76.5,30.6,124,4179.847,2.171867193
Asia,Turkey,1991,61.2,women,27.1,128,4.91,1630,542,2460,27764.716,1.733954176
Asia,Turkmenistan,1991,59,women,24.3,131,5.03,58.4,44.2,151,1926,2.801967435
Africa,Uganda,1991,42.3,women,21,130,4.32,104,277,229,9045.934,3.54950987
Europe,Ukraine,1991,64.6,women,26.3,134,5.38,5010,720,9030,27506.697,-0.084881747
Asia,United Arab Emirates,1991,70.9,women,28,128,5.45,8.12,6.58,12.6,663.919,5.36440058
Europe,United Kingdom,1991,73.1,women,25.3,132,5.81,13700,764,4830,29442.92,0.274648318
Americas,United States,1991,71.9,women,26.4,122,5.52,67900,3770,10000,129771.578,0.933820543
Americas,Uruguay,1991,69,women,24.4,127,5.15,188,26.8,256,1613.502,0.760999078
Asia,Uzbekistan,1991,63.3,women,24.6,125,4.89,455,236,870,10542.927,2.284889304
Oceania,Vanuatu,1991,62.2,women,25.1,128,4.69,2.62,1.42,2.79,73.283,2.934236031
Asia,Yemen,1991,56.6,women,24.5,125,4.67,150,98.8,300,6198.968,4.567210293
Africa,Zambia,1991,42.2,women,21.9,128,4.58,39.7,118,109,4138.732,2.668868853
Africa,Zimbabwe,1991,53.7,women,24.9,131,4.54,215,313,265,5370.951,2.470396641
Asia,Afghanistan,1992,50.3,women,20.7,124,4.51,217,123,464,7024.451,8.446488012
Europe,Albania,1992,69,women,25,130,4.95,98,81,99.9,1609.731,-0.108161844
Africa,Algeria,1992,65.7,women,24.8,131,4.94,185,125,299,13343.646,2.363529509
Africa,Angola,1992,39.9,women,21.1,130,4.63,133,174,207,6325.395,3.415980294
Americas,Antigua and Barbuda,1992,69.1,women,26,126,5.01,1.52,1.59,2.63,33.341,1.972718375
Americas,Argentina,1992,68.5,women,25.2,121,5.24,1700,699,1620,17209.618,1.376685896
Asia,Armenia,1992,64.6,women,26.1,134,5.07,147,120,225,1787.888,-1.362202696
Oceania,Australia,1992,74.5,women,25.1,125,5.55,2030,129,786,8736.594,1.299046432
Europe,Austria,1992,72.6,women,24.4,130,5.61,931,219,1060,4071.594,0.57552624
Asia,Azerbaijan,1992,60.4,women,26.6,131,5.04,189,175,460,3821.002,1.57830431
Americas,Bahamas,1992,67.6,women,27.4,129,5.33,6.45,4.55,8.46,134.112,1.959949519
Asia,Bahrain,1992,71.9,women,26.5,136,5.24,12.8,3.45,7.17,220.762,2.530734326
Asia,Bangladesh,1992,59.3,women,18.9,123,4.46,2410,429,2290,52327.001,2.299067242
Americas,Barbados,1992,69.4,women,27.6,127,5.08,8.46,8.9,18.6,136.326,0.362945676
Europe,Belarus,1992,64.3,women,26.1,132,5.38,558,124,1850,5391.323,-0.05624396
Europe,Belgium,1992,72.9,women,25,128,5.74,1090,254,972,5146.098,0.375611415
Americas,Belize,1992,68.4,women,27.3,121,4.83,2.81,4.69,4.81,96.371,1.690426194
Africa,Benin,1992,52.9,women,22.1,129,4.43,45,154,98,2728.985,3.397433274
Asia,Bhutan,1992,54.1,women,21.2,123,4.47,4.46,2.36,10.6,260.057,0.027309163
Europe,Bosnia and Herzegovina,1992,66.9,women,25.3,133,4.86,263,79,205,2143.847,-2.919110089
Africa,Botswana,1992,57.4,women,24.6,132,4.77,25.8,13.5,14.7,710.328,2.713864307
Americas,Brazil,1992,62.4,women,24.7,130,4.85,4490,2070,4470,77616.878,1.754029747
Europe,Bulgaria,1992,67.7,women,25.5,132,5.3,501,305,810,4412.014,-0.900717973
Africa,Burkina Faso,1992,48.1,women,20.4,127,4.26,59.4,267,228,4750.007,2.683183286
Africa,Burundi,1992,46.1,women,20.2,130,4.29,41.9,106,147,2902.148,2.23708847
Asia,Cambodia,1992,51.9,women,20.3,116,4.36,236,106,317,4963.376,3.480414641
Africa,Cameroon,1992,50.1,women,22.8,126,4.55,148,421,252,6282.243,2.952350081
Americas,Canada,1992,74.5,women,25.3,123,5.43,5430,314,1850,14239.459,1.242471494
Africa,Central African Republic,1992,45.9,women,20.6,129,4.47,43.9,61.2,85.7,1501.302,2.783003754
Africa,Chad,1992,45.9,women,20.1,125,4.33,45.7,162,118,3201.439,3.205375357
Americas,Chile,1992,71.3,women,25.5,128,5.12,524,253,974,6978.336,1.640886741
Asia,China,1992,68,women,22.1,123,4.26,82800,77800,110000,587548.393,1.158533084
Americas,Colombia,1992,64.6,women,24.9,125,5.02,944,629,1890,17477.266,2.029001785
Africa,Comoros,1992,56.1,women,21.6,129,4.5,2.57,5.69,5.11,217.446,2.932530497
Americas,Costa Rica,1992,73.5,women,24.9,123,4.86,56.7,53.9,216,1631.974,2.673194571
Europe,Croatia,1992,69,women,24.8,134,5.29,463,116,595,2438.979,-0.542879885
Americas,Cuba,1992,72.9,women,25.1,126,4.93,905,305,266,5359.996,0.597844427
Asia,Cyprus,1992,74.8,women,24.9,128,5.41,21.2,6.57,21.1,395.247,2.319254028
Europe,Denmark,1992,72.5,women,24.1,126,5.66,1310,118,335,2619.272,0.295225616
Africa,Djibouti,1992,55.4,women,23,130,4.87,2.28,6.95,5,305.676,1.344738413
Americas,Dominican Republic,1992,66.2,women,24.2,128,4.57,148,105,113,3683.372,1.93437119
Americas,Ecuador,1992,67.4,women,25.8,126,4.88,148,213,645,5329.709,2.339182859
Africa,Egypt,1992,63,women,27.4,125,4.77,626,1070,791,29162.579,2.110803604
Americas,El Salvador,1992,61.1,women,25.2,121,4.69,79,80.2,226,2778.783,1.477027846
Africa,Equatorial Guinea,1992,47.6,women,21.1,131,4.56,6,8.71,11.5,223.907,2.958528185
Africa,Eritrea,1992,48.8,women,19.6,121,4.25,14.3,36.7,43.7,1130.48,-0.285696897
Europe,Estonia,1992,63.3,women,25,133,5.55,131,27.9,260,812.262,-1.564760887
Africa,Ethiopia,1992,46.4,women,19.4,121,4.27,315,795,1030,25779.464,3.660497975
Oceania,Fiji,1992,64,women,25.9,126,4.87,8.04,9.18,9.64,366.102,1.210594847
Europe,Finland,1992,71.8,women,25.3,133,5.73,485,119,536,2593.404,0.448247775
Europe,France,1992,73,women,24.5,127,5.67,3290,1050,3870,29351.913,0.437640041
Africa,Gabon,1992,59.6,women,23.3,136,5.08,21.8,32.2,23.9,510.12,2.661321484
Africa,Gambia,1992,51.6,women,21.9,128,4.43,4.94,38,6.33,514.574,3.445475288
Asia,Georgia,1992,66.2,women,25.9,133,5.09,207,142,369,2785.473,-1.201834319
Europe,Germany,1992,72.5,women,25.3,132,5.83,9760,1780,11500,41286.477,0.494769031
Africa,Ghana,1992,56.3,women,22,128,4.38,84.5,374,267,7766.053,2.894146415
Europe,Greece,1992,74.5,women,24.4,127,5.22,903,716,792,5249.965,0.973836639
Americas,Grenada,1992,66.6,women,25.4,125,4.77,2.91,3.1,4.47,49.076,0.567634583
Americas,Guatemala,1992,60.4,women,24.4,121,4.61,128,187,471,4897.861,2.517978308
Africa,Guinea,1992,50.2,women,21.1,130,4.33,50.5,270,135,3491.122,2.779755186
Africa,Guinea-Bissau,1992,47.6,women,21.6,129,4.32,10.1,37.8,32.5,527.053,2.263938609
Americas,Guyana,1992,60.4,women,24.4,123,4.47,9.7,12,18.4,380.472,0.671279453
Americas,Haiti,1992,53.7,women,21.7,124,4.45,207,119,410,3718.836,1.951697602
Americas,Honduras,1992,65.3,women,24.6,123,4.61,62.6,81.3,208,2639.564,2.861342609
Europe,Hungary,1992,65,women,25.5,132,5.27,1590,391,1100,5394.081,0.056909527
Europe,Iceland,1992,76.1,women,24.9,125,5.92,42.8,2.39,17.8,129.577,1.001621301
Asia,India,1992,58.5,women,20.7,124,4.53,7760,3800,30800,437144.412,1.999262194
Asia,Indonesia,1992,62.5,women,21.3,125,4.54,2010,2070,4870,93573.572,1.788322202
Asia,Iraq,1992,64.2,women,27,128,4.93,229,144,177,9123.531,2.877342119
Europe,Ireland,1992,72.4,women,25.3,128,5.56,493,40.4,216,1775.644,0.398337893
Asia,Israel,1992,75.2,women,25.6,128,5.58,344,67.7,230,2390.713,3.801880034
Europe,Italy,1992,74.1,women,24.9,130,5.37,6050,2910,8870,29377.836,0.119893714
Americas,Jamaica,1992,69.6,women,25.6,126,4.8,69.8,41.8,105,1246.775,0.863113681
Asia,Japan,1992,76.2,women,21.7,127,5.17,15400,9580,37000,63598.296,0.345337634
Asia,Jordan,1992,69,women,28.7,126,5.28,33.5,14.5,34.1,1894.774,5.781317517
Asia,Kazakhstan,1992,60.8,women,25.7,132,5.18,899,494,1590,8390.041,-0.422602511
Africa,Kenya,1992,53.8,women,21.9,125,4.52,152,164,473,12715.572,3.312816323
Oceania,Kiribati,1992,58.4,women,27.7,119,4.56,1,1.53,0.83,37.743,1.391537945
Asia,Kuwait,1992,71.6,women,28.9,130,5.44,17.2,7.36,8.6,818.32,-6.341776064
Europe,Latvia,1992,62.4,women,25.3,133,5.5,202,45.5,418,1403.205,-0.904861379
Asia,Lebanon,1992,69.4,women,25.6,131,5,86.5,29.6,89.2,1552.95,5.090453108
Africa,Lesotho,1992,57.4,women,25.7,128,4.33,24.5,20.9,28.9,946.708,0.944177819
Africa,Liberia,1992,45.9,women,22,129,4.38,12.2,73.1,44.5,1006.738,-1.886663736
Africa,Libya,1992,67.6,women,27.6,134,5.08,35.7,37.1,38.4,2205.987,2.490925132
Europe,Lithuania,1992,64.6,women,26.2,134,5.76,219,50.1,484,1944.68,-0.192257751
Europe,Luxembourg,1992,72.1,women,25,129,5.84,44.6,12.2,40.9,199.546,1.230208856
Africa,Madagascar,1992,51,women,20.5,129,4.47,65.7,148,150,6164.28,3.042955627
Africa,Malawi,1992,44.5,women,21.3,128,4.35,45.5,73.3,53,4883.095,0.867426466
Asia,Malaysia,1992,69.4,women,23.6,125,4.93,580,219,334,9328.758,2.58481061
Asia,Maldives,1992,63.1,women,23.9,122,4.67,1.41,1.03,2.57,115.857,3.142610414
Africa,Mali,1992,45.6,women,20.5,126,4.32,68.1,467,332,4481.638,2.463740979
Europe,Malta,1992,74.7,women,26.3,131,5.61,14.1,3.92,18.6,186.579,0.750040499
Africa,Mauritania,1992,57.5,women,24.1,128,4.57,21.8,66.5,42.5,1080,2.679848985
Africa,Mauritius,1992,66.3,women,24.5,131,4.94,21.1,11.3,33.2,542.577,1.338600325
Americas,Mexico,1992,68.8,women,26.6,125,4.86,1730,1720,2340,44088.752,1.967321936
Asia,Mongolia,1992,58.1,women,25,130,5.06,86.2,188,229,1134.952,1.104715955
Europe,Montenegro,1992,71.3,women,25.7,132,5.25,65.5,15.4,15.3,309.749,0.250505704
Africa,Morocco,1992,64,women,24.8,127,4.78,218,85.8,405,12895.067,1.83723044
Africa,Mozambique,1992,42,women,21.3,131,4.45,77.2,386,291,7230.35,3.67039972
Asia,Myanmar,1992,57.2,women,20.6,119,4.3,621,617,1700,21762.377,1.228315156
Africa,Namibia,1992,58.4,women,23.4,132,4.68,10.7,4.35,9.06,785.58,2.700801782
Asia,Nepal,1992,55.2,women,19.4,123,4.42,288,91.1,553,9955.979,2.292524564
Europe,Netherlands,1992,74.1,women,24.4,128,5.59,1640,163,1340,7661.053,0.644667925
Oceania,New Zealand,1992,73.2,women,25.5,124,5.79,486,32.8,216,1778.561,1.619978883
Americas,Nicaragua,1992,63,women,25.5,124,4.67,33.6,62.5,91.8,2201.438,2.307526077
Africa,Niger,1992,44,women,20.7,130,4.28,56.9,207,141,4368.395,3.227188452
Africa,Nigeria,1992,44.6,women,22.5,132,4.24,642,3200,989,49760.179,2.539688342
Europe,Norway,1992,74.1,women,24.5,131,5.64,540,43.6,358,2170.3,0.544672958
Asia,Oman,1992,66.5,women,25.9,130,5.13,9.39,9.79,23.7,842.02,2.285081917
Asia,Pakistan,1992,60,women,22.5,125,4.66,922,986,1220,54925.192,2.903616079
Americas,Panama,1992,70.7,women,25.4,125,4.91,49.3,34.7,74.5,1275,2.137108855
Oceania,Papua New Guinea,1992,56.8,women,23,115,4.56,76.7,47.4,110,2376.868,2.367988782
Americas,Paraguay,1992,66.2,women,24.5,126,4.87,76.4,38.7,94.2,2192.872,2.54022823
Americas,Peru,1992,64.2,women,25.5,123,4.87,624,479,1310,11540.98,1.95207511
Asia,Philippines,1992,62.9,women,22.2,122,4.74,1450,413,778,32191.334,2.497064436
Europe,Poland,1992,66.7,women,25.6,132,5.31,3730,866,2470,19605.027,0.320990909
Europe,Portugal,1992,71.2,women,25.4,132,5.35,523,230,1460,5160.616,0.344065172
Asia,Qatar,1992,74.4,women,27.4,132,5.33,2.7,3.1,3.87,165.423,2.201916483
Europe,Romania,1992,66.1,women,25.1,132,5.21,1190,415,1300,11863.559,-0.289653188
Africa,Rwanda,1992,26.4,women,21.1,131,4.37,38.3,99,121,3411.716,-5.128414042
Oceania,Samoa,1992,62.9,women,29.8,123,4.65,1.39,0.97,2.51,79.22,1.003404179
Africa,Sao Tome and Principe,1992,60.3,women,22.8,132,4.48,1.79,0.53,4.07,62.995,2.112105297
Asia,Saudi Arabia,1992,68.2,women,27.6,130,5.21,137,244,116,7615.402,3.164511006
Africa,Senegal,1992,56,women,22.5,129,4.49,58.1,209,139,4016.37,3.0661934
Europe,Serbia,1992,68.8,women,25.9,134,5.05,773,269,429,4915.081,1.048855443
Africa,Seychelles,1992,66.1,women,26,131,5.32,1.69,0.51,1.75,36.391,1.619614085
Africa,Sierra Leone,1992,35.6,women,22.3,133,4.37,25.3,117,75.1,2198.82,-0.065355972
Asia,Singapore,1992,74.6,women,23.5,126,4.81,229,73.9,147,1587.123,3.03049778
Europe,Slovenia,1992,69.6,women,26.2,134,5.36,155,36.2,212,1031.887,-0.05937046
Oceania,Solomon Islands,1992,57.4,women,26,120,4.64,4.96,3.46,6.57,160.53,2.894612022
Africa,Somalia,1992,43.9,women,21.6,128,4.48,37.5,103,119,3633.516,0.33883365
Africa,South Africa,1992,58.7,women,27.5,132,4.66,1220,537,601,19509.646,2.676759591
Europe,Spain,1992,73.9,women,25.6,127,5.35,1730,1450,3720,20114.125,0.304242009
Asia,Sri Lanka,1992,66.5,women,21.9,123,4.56,197,73.7,319,8800.041,1.252743735
Africa,Sudan,1992,54.4,women,21.5,126,4.54,322,228,479,10815.288,3.847198606
Americas,Suriname,1992,64.4,women,25.7,126,4.81,10.9,8.56,8.74,206.856,1.851341238
Europe,Sweden,1992,75.3,women,24.7,129,5.69,1030,259,660,4394.992,0.708997214
Europe,Switzerland,1992,74.5,women,24,126,5.67,683,116,562,3475.897,1.08991889
Asia,Tajikistan,1992,59,women,24.2,130,4.88,91.5,69.2,270,2768.678,1.753083543
Asia,Thailand,1992,67,women,22.8,120,4.87,3850,2890,1190,29146.72,0.939389136
Asia,Timor-Leste,1992,48.8,women,20.5,119,4.37,11.9,6.24,17.6,387.872,3.151137032
Africa,Togo,1992,54.7,women,21.1,128,4.36,35.7,107,73.8,2002.266,2.219846599
Oceania,Tonga,1992,68.3,women,30.5,123,4.73,3.61,3.32,3.18,46.998,0.17264531
Americas,Trinidad and Tobago,1992,65.3,women,26.7,124,4.81,25,25,34.9,620.278,0.61689444
Africa,Tunisia,1992,67.8,women,26,130,4.72,79.7,31.8,127,4268.864,2.129671254
Asia,Turkey,1992,61.6,women,27.2,128,4.91,1670,556,2450,28233.978,1.690137943
Asia,Turkmenistan,1992,58.9,women,24.2,130,5,59.8,45.7,149,1981.361,2.874402908
Africa,Uganda,1992,41.9,women,21.1,130,4.31,110,288,248,9361.983,3.493823855
Europe,Ukraine,1992,64.1,women,26.2,134,5.35,5080,740,9190,27465.984,-0.148011228
Asia,United Arab Emirates,1992,71.2,women,28.1,128,5.44,8.65,6.85,12.8,699.752,5.397194537
Europe,United Kingdom,1992,73.3,women,25.4,132,5.77,14100,810,4810,29522.721,0.271036297
Americas,United States,1992,72.1,women,26.6,122,5.5,71200,3960,10200,130962.537,0.917734853
Americas,Uruguay,1992,69.2,women,24.5,126,5.14,192,26.9,250,1625.759,0.759651987
Asia,Uzbekistan,1992,63.3,women,24.6,125,4.84,458,246,881,10777.789,2.227673586
Oceania,Vanuatu,1992,62.7,women,25.2,128,4.69,2.73,1.48,2.88,75.496,3.019799954
Asia,Yemen,1992,57,women,24.6,125,4.67,156,104,311,6490.826,4.708170779
Africa,Zambia,1992,41.8,women,21.9,128,4.56,41.1,124,118,4244.576,2.557401639
Africa,Zimbabwe,1992,52.4,women,24.8,131,4.52,200,314,254,5487.645,2.172687854
Asia,Afghanistan,1993,50.9,women,20.6,124,4.48,233,135,507,7639.816,8.760328743
Europe,Albania,1993,69,women,24.9,130,4.93,102,83.8,101,1601.044,-0.539655383
Africa,Algeria,1993,65.9,women,24.9,131,4.93,186,119,301,13642.618,2.240557041
Africa,Angola,1993,40.1,women,21.1,130,4.6,137,180,217,6539.142,3.379188177
Americas,Antigua and Barbuda,1993,69.4,women,26.1,126,5.01,1.5,1.61,2.54,34.128,2.360457095
Americas,Argentina,1993,68.7,women,25.4,121,5.23,1760,708,1600,17436.832,1.320273349
Asia,Armenia,1993,64.7,women,26,134,5.02,143,121,212,1754.812,-1.850004027
Oceania,Australia,1993,74.8,women,25.2,125,5.53,2130,136,790,8842.425,1.211353074
Europe,Austria,1993,72.8,women,24.4,129,5.58,961,226,1040,4096.13,0.602614111
Asia,Azerbaijan,1993,60.5,women,26.6,130,4.98,186,178,462,3877.972,1.49097017
Americas,Bahamas,1993,67.7,women,27.4,128,5.31,6.58,4.65,8.49,136.739,1.958810546
Asia,Bahrain,1993,72.1,women,26.7,136,5.24,13,3.75,7.17,226.331,2.522626177
Asia,Bangladesh,1993,60.1,women,18.9,123,4.46,2500,442,2290,53495.491,2.233053639
Americas,Barbados,1993,69.6,women,27.7,127,5.06,8.24,9.02,17.8,136.842,0.378504467
Europe,Belarus,1993,63.7,women,26,132,5.36,572,128,1900,5382.299,-0.167380066
Europe,Belgium,1993,73.2,women,25,128,5.71,1120,259,948,5166.471,0.395892189
Americas,Belize,1993,68,women,27.4,121,4.82,2.94,4.86,4.78,98.042,1.733924106
Africa,Benin,1993,53.2,women,22.2,129,4.41,46.1,159,96.9,2822.26,3.417937438
Asia,Bhutan,1993,54.9,women,21.3,124,4.48,4.41,2.34,10.3,259.255,-0.308393929
Europe,Bosnia and Herzegovina,1993,67,women,25.2,133,4.81,259,78.1,203,2070.192,-3.435646294
Africa,Botswana,1993,56,women,24.7,132,4.77,26.7,13.9,14.9,728.136,2.507010846
Americas,Brazil,1993,62.9,women,24.8,129,4.85,4670,2120,4530,78945.488,1.711753982
Europe,Bulgaria,1993,67.6,women,25.5,132,5.28,505,300,782,4366.844,-1.023795482
Africa,Burkina Faso,1993,48,women,20.5,127,4.24,60.7,273,225,4878.02,2.695006555
Africa,Burundi,1993,46.3,women,20.3,130,4.28,42.7,108,150,2962.379,2.075393812
Asia,Cambodia,1993,52.2,women,20.4,116,4.36,247,111,327,5137.264,3.503421864
Africa,Cameroon,1993,49.7,women,22.9,125,4.52,150,430,252,6463.956,2.892486012
Americas,Canada,1993,74.7,women,25.4,123,5.42,5750,331,1900,14408.128,1.184518316
Africa,Central African Republic,1993,45.4,women,20.7,129,4.45,45.1,62.6,92,1545.077,2.915802417
Africa,Chad,1993,46,women,20.2,126,4.32,46.5,166,118,3304.672,3.224581196
Americas,Chile,1993,71.7,women,25.6,128,5.13,553,261,984,7091.101,1.615929643
Asia,China,1993,68.1,women,22.2,123,4.27,85600,80200,112000,593449.923,1.004433008
Americas,Colombia,1993,64.8,women,25,125,5.03,979,641,1930,17827.685,2.004998951
Africa,Comoros,1993,56.5,women,21.7,129,4.49,2.64,5.82,5.21,223.749,2.898650699
Americas,Costa Rica,1993,73.7,women,25,123,4.86,58.8,56.8,222,1675.203,2.648877985
Europe,Croatia,1993,69.3,women,24.7,133,5.26,458,129,577,2421.909,-0.699883025
Americas,Cuba,1993,73.1,women,25.1,126,4.9,912,307,267,5387.332,0.510000381
Asia,Cyprus,1993,75,women,25,128,5.39,22.1,6.71,20.7,404.636,2.375476601
Europe,Denmark,1993,72.6,women,24.2,126,5.64,1370,119,325,2628.13,0.338185572
Africa,Djibouti,1993,55.4,women,23.1,129,4.85,2.31,7.17,5.17,307.35,0.547638676
Americas,Dominican Republic,1993,66.5,women,24.4,128,4.56,157,117,122,3753.554,1.905373663
Americas,Ecuador,1993,67.8,women,25.8,125,4.88,162,222,664,5452.483,2.303577925
Africa,Egypt,1993,63.5,women,27.6,125,4.77,646,1090,812,29749.249,2.01172194
Americas,El Salvador,1993,61.8,women,25.4,121,4.69,83,85.2,240,2819.48,1.464562004
Africa,Equatorial Guinea,1993,48,women,21.3,131,4.55,6.13,8.85,11.7,230.604,2.990973931
Africa,Eritrea,1993,49.4,women,19.7,122,4.25,14.3,36.3,42.2,1122.336,-0.720401953
Europe,Estonia,1993,63,women,24.9,132,5.53,136,28.5,271,796.775,-1.90665081
Africa,Ethiopia,1993,46.9,women,19.4,121,4.26,324,818,1060,26720.813,3.651546052
Oceania,Fiji,1993,64.1,women,26.1,126,4.88,8.24,9.37,9.94,371.22,1.397971057
Europe,Finland,1993,72.1,women,25.3,133,5.69,486,120,520,2605.434,0.463869108
Europe,France,1993,73.2,women,24.5,127,5.64,3470,1080,3840,29474.938,0.419137928
Africa,Gabon,1993,59.5,women,23.4,135,5.06,22.2,32.5,24.4,523.508,2.624480514
Africa,Gambia,1993,52,women,22,129,4.42,5.04,40.1,6.39,530.816,3.156397331
Asia,Georgia,1993,66.2,women,25.7,133,5.03,191,137,343,2738.784,-1.676160566
Europe,Germany,1993,72.7,women,25.3,132,5.82,10300,1900,11200,41493.296,0.50093642
Africa,Ghana,1993,56.5,women,22.1,128,4.36,87.3,388,257,7988.227,2.860835485
Europe,Greece,1993,74.8,women,24.4,127,5.19,926,707,784,5304.415,1.037149771
Americas,Grenada,1993,66.8,women,25.6,125,4.76,2.81,3.17,4.36,49.558,0.982150134
Americas,Guatemala,1993,60.9,women,24.6,121,4.59,135,198,487,5020.972,2.513566637
Africa,Guinea,1993,50.7,women,21.2,130,4.32,53.4,285,141,3587.024,2.747025168
Africa,Guinea-Bissau,1993,48,women,21.7,129,4.3,10.3,38.7,32.1,538.854,2.239053757
Americas,Guyana,1993,60.6,women,24.6,123,4.46,9.69,12.4,18.2,383.421,0.775089888
Americas,Haiti,1993,54,women,21.7,124,4.44,209,119,413,3790.201,1.919014444
Americas,Honduras,1993,65.7,women,24.7,123,4.61,65.4,83.7,209,2714.777,2.849447863
Europe,Hungary,1993,65.1,women,25.5,132,5.26,1670,395,1090,5399.854,0.107024718
Europe,Iceland,1993,76.3,women,24.9,124,5.88,44.6,2.5,17.9,130.846,0.979340469
Asia,India,1993,58.9,women,20.7,124,4.53,7970,3930,31000,445740.103,1.966327549
Asia,Indonesia,1993,62.9,women,21.4,125,4.55,2070,2150,4970,95225.398,1.765269792
Asia,Iraq,1993,64.8,women,27.1,127,4.91,237,148,183,9397.697,3.005042675
Europe,Ireland,1993,72.6,women,25.4,128,5.54,505,40.7,218,1784.924,0.522627283
Asia,Israel,1993,75.4,women,25.8,127,5.55,365,70.8,242,2485.511,3.965260573
Europe,Italy,1993,74.3,women,24.8,130,5.36,6240,2990,8790,29411.222,0.113643496
Americas,Jamaica,1993,69.5,women,25.7,126,4.8,71,41.9,104,1257.765,0.881474203
Asia,Japan,1993,76.3,women,21.8,127,5.18,16100,10200,36900,63804.477,0.324192648
Asia,Jordan,1993,69.2,women,28.7,125,5.29,35.6,15.2,36.5,2001.503,5.632808979
Asia,Kazakhstan,1993,60.1,women,25.7,131,5.15,898,496,1590,8330.125,-0.714132386
Africa,Kenya,1993,53,women,21.9,126,4.51,158,169,491,13126.975,3.235426609
Oceania,Kiribati,1993,58.8,women,27.9,120,4.56,1.02,1.55,0.85,38.193,1.192274064
Asia,Kuwait,1993,71.8,women,29,130,5.44,17.6,7.23,8.64,753.508,-7.920129045
Europe,Latvia,1993,62,women,25.2,132,5.47,208,47,442,1386.56,-1.186212991
Asia,Lebanon,1993,69.8,women,25.7,131,5,89.2,30.4,91.6,1635.679,5.327215944
